ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Location Code,Community School Sup Name,FSC Location Code,FSC Director Name,FSC Director Title,FSC Director Phone,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent
05M030,M030,P.S. 030 Hernandez/Hughes,310500010030,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1969,Open,M030,144-176 EAST 128 STREET,MANHATTAN,NY,10035,1017760020,24200,111,9,MN34,East Harlem North,Teri Stinson,PRINCIPAL,212-876-1825,212-876-4034,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M036,M036,P.S. 036 Margaret Douglas,310500010036,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1967,Open,M036,123 MORNINGSIDE DRIVE,MANHATTAN,NY,10027,1018500002,19701,109,7,MN09,Morningside Heights,Heather Jn Baptist,PRINCIPAL,212-690-5807,212-690-5811,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M046,M046,P.S. 046 Arthur Tappan,310500010046,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08,SE",Jul 1 1968,Open,M046,2987 FREDERICK DOUGLASS BOULEVARD,MANHATTAN,NY,10039,1021060050,24302,110,9,MN03,Central Harlem North-Polo Grounds,Kerry ann Hazell,PRINCIPAL,212-360-1519,212-360-1610,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M092,M092,P.S. 092 Mary McLeod Bethune,310500010092,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1966,Open,M092,222 WEST 134 STREET,MANHATTAN,NY,10030,1019390011,22600,110,9,MN03,Central Harlem North-Polo Grounds,ROSA DAVILA,PRINCIPAL,212-690-5915,212-690-5920,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M123,M123,P.S. 123 Mahalia Jackson,310500010123,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1959,Open,M123,301 WEST 140 STREET,MANHATTAN,NY,10030,1020420035,22102,110,9,MN03,Central Harlem North-Polo Grounds,Melitina Hernandez,PRINCIPAL,212-342-6200,212-690-5930,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M125,M125,P.S. 125 Ralph Bunche,310500010125,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1925,Open,M125,425 WEST 123 STREET,MANHATTAN,NY,10027,1019640012,20901,109,7,MN09,Morningside Heights,Reginald Higgins,PRINCIPAL,212-666-6400,212-749-1291,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M129,M129,P.S. 129 John H. Finley,310500010129,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1958,Open,M129,425 WEST 130 STREET,MANHATTAN,NY,10027,1019570010,21703,109,9,MN06,Manhattanville,ODELPHIA PIERRE,PRINCIPAL,212-690-5932,212-690-5934,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M133,M133,P.S. 133 Fred R Moore,310500010133,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1949,Open,M133,2121 5 AVENUE,MANHATTAN,NY,10037,1017550001,20600,111,9,MN03,Central Harlem North-Polo Grounds,Patricia Balbuena,PRINCIPAL,212-690-5936,212-690-5939,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M148,M148,Eagle Academy for Young Men of Harlem,310500011148,DOE,General Academic,Secondary School,"06,07,08,09,10,11,SE","06,07,08,09,10,11,12",Jul 1 2013,Open,M136,6 EDGECOMBE AVENUE,MANHATTAN,NY,10030,1019600001,22102,110,9,MN03,Central Harlem North-Polo Grounds,Mahaliel H. Bethea II,PRINCIPAL,212-694-6051,212-694-6053,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M154,M154,P.S. 154 Harriet Tubman,310500010154,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1964,Open,M154,250 WEST 127 STREET,MANHATTAN,NY,10027,1019320010,22400,110,9,MN03,Central Harlem North-Polo Grounds,ELIZABETH JARRETT,PRINCIPAL,212-864-2400,212-864-3933,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M157,M157,The Urban Assembly School for Global Commerce,310500011157,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2013,Open,M501,2005 MADISON AVENUE,MANHATTAN,NY,10035,1017520022,20600,111,9,MN03,Central Harlem North-Polo Grounds,ROONY VIZCAINO,PRINCIPAL,212-831-5201,212-831-5206,5,5,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
05M161,M161,P.S. 161 Pedro Albizu Campos,310500010161,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1962,Open,M161,499 WEST 133 STREET,MANHATTAN,NY,10027,1019710001,21303,109,9,MN06,Manhattanville,Pamela Price Haynes,PRINCIPAL,212-690-5945,917-507-0524,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M175,M175,P.S. 175 Henry H Garnet,310500010175,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1958,Open,M175,175 WEST 134 STREET,MANHATTAN,NY,10030,1019190006,22800,110,9,MN03,Central Harlem North-Polo Grounds,Kavita Pereira,PRINCIPAL,212-283-0426,212-286-6319,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M194,M194,P.S. 194 Countee Cullen,310500010194,DOE,General Academic,Elementary,"PK,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1940,Open,M194,244 WEST 144 STREET,MANHATTAN,NY,10030,1020290011,23200,110,9,MN03,Central Harlem North-Polo Grounds,MIEASIA HARRIS,PRINCIPAL,212-690-5954,212-862-5743,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M197,M197,P.S. 197 John B. Russwurm,310500010197,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1956,Open,M197,2230 5 AVENUE,MANHATTAN,NY,10037,1017330017,21200,110,9,MN03,Central Harlem North-Polo Grounds,Natasha Spann,PRINCIPAL,212-690-5960,212-690-5959,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M200,M200,P.S. 200- The James Mccune Smith School,310500010200,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1969,Open,M200,2589 7 AVENUE,MANHATTAN,NY,10039,1020160100,23600,110,9,MN03,Central Harlem North-Polo Grounds,RENEE BELTON,PRINCIPAL,212-491-6636,212-491-6925,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M285,M285,Harlem Renaissance High School,310500011285,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Sep 13 2004,Open,M911,22 EAST 128 STREET,MANHATTAN,NY,10035,1017520059,20600,111,9,MN03,Central Harlem North-Polo Grounds,James Caputo,I.A. PRINCIPAL,212-996-3795,212-996-4354,5,5,HS10,,"ROTONDO, PAUL",HS10,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL"
05M286,M286,Urban Assembly Academy for Future Leaders,310500010286,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,M043,509 WEST 129 STREET,MANHATTAN,NY,10027,1019840033,21900,109,7,MN06,Manhattanville,Joseph Gates,PRINCIPAL,212-543-4960,212-694-4124,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,,,
05M304,M304,Mott Hall High School,310500011304,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep 8 2004,Open,M136,6 EDGECOMBE AVENUE,MANHATTAN,NY,10030,1019600001,22102,110,9,MN03,Central Harlem North-Polo Grounds,Altagracia Villalona,PRINCIPAL,212-694-6020,212-690-5047,5,5,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
05M318,M318,Thurgood Marshall Academy Lower School,310500010318,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2005,Open,M371,276 WEST 151ST STREET,MANHATTAN,NY,10039,1020360047,23600,110,9,MN03,Central Harlem North-Polo Grounds,DAWN BROOKS DECOSTA,PRINCIPAL,212-368-8731,212-368-8641,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M362,M362,Columbia Secondary School,310500011362,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2007,Open,M125,425 WEST 123 STREET,MANHATTAN,NY,10027,1019640012,20901,109,7,MN09,Morningside Heights,Miriam Nightengale,PRINCIPAL,212-666-1278,212-666-3805,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M369,M369,Urban Assembly School for the Performing Arts,310500011369,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2007,Open,M043,509 WEST 129 STREET,MANHATTAN,NY,10027,1019840033,21900,109,7,MN06,Manhattanville,Meghan Mcmahon,PRINCIPAL,212-543-4460,212-234-4975,5,5,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
05M499,M499,Frederick Douglass Academy,310500011499,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jun 5 1996,Open,M010,2581 7TH AVENUE,MANHATTAN,NY,10039,1020160100,23600,110,9,MN03,Central Harlem North-Polo Grounds,Ayisha Fullerton,PRINCIPAL,212-491-4107,212-491-4414,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M514,M514,New Design Middle School,310500010514,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2011,Open,M195,625 WEST 133 STREET,MANHATTAN,NY,10027,1020010005,22302,109,7,MN06,Manhattanville,Marcellus Stovall,PRINCIPAL,212-281-6339,212-281-6674,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M517,M517,Teachers College Community School,310500010517,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2011,Open,M916,168 MORNINGSIDE AVENUE,MANHATTAN,NY,10027,1019670024,21303,109,7,MN06,Manhattanville,Michelle Verdiner,PRINCIPAL,212-316-8080,212-316-8085,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
05M670,M670,Thurgood Marshall Academy for Learning and Social Change,310500011670,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","07,08,09,10,11,12",Jul 1 1999,Open,M970,200-214 WEST 135TH STREET,MANHATTAN,NY,10030,1019400035,22800,110,9,MN03,Central Harlem North-Polo Grounds,MAJOR FAREED,I.A. PRINCIPAL,212-283-8055,212-283-8109,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",M805,"RUX, DANIKA",AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,,,
05M692,M692,"High School for Mathematics, Science and Engineering at City College",310500011692,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2002,Open,M812,240 CONVENT AVE,MANHATTAN,NY,10031,1019570200,21703,109,9,MN06,Manhattanville,Crystal Bonds,PRINCIPAL,212-281-6490,212-281-6918,6,5,HS04,,"ROSALES, MARISOL",HS04,,MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL"
06M004,M004,P.S. 004 Duke Ellington,310600010004,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1995,Open,M004,500 WEST 160 STREET,MANHATTAN,NY,10032,1021180022,24500,112,7,MN36,Washington Heights South,ADAM STEVENS,PRINCIPAL,212-928-0739,212-928-4142,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M005,M005,P.S. 005 Ellen Lurie,310600010005,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1993,Open,M005,3703 TENTH AVENUE,MANHATTAN,NY,10034,1021500030,29900,112,10,MN01,Marble Hill-Inwood,Christophe Anest,PRINCIPAL,212-567-8109,212-567-6526,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M008,M008,P.S. 008 Luis Belliard,310600010008,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1995,Open,M008,465 WEST 167 STREET,MANHATTAN,NY,10032,1021120001,24900,112,10,MN36,Washington Heights South,Washington Hernandez,PRINCIPAL,212-928-4157,212-928-4072,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M018,M018,P.S. 018 Park Terrace,310600010018,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Mar 10 1993,Open,M898,4124 9 AVENUE,MANHATTAN,NY,10034,1022150824,29900,112,10,MN01,Marble Hill-Inwood,CONNIE MEJIA,PRINCIPAL,917-521-2220,212-304-1423,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M028,M028,P.S. 028 Wright Brothers,310600010028,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1960,Open,M028,475 WEST 155 STREET,MANHATTAN,NY,10032,1021070026,23900,112,7,MN36,Washington Heights South,Awilda Baez,PRINCIPAL,212-690-3014,212-368-5978,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M048,M048,P.S. 048 P.O. Michael J. Buczek,310600010048,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1993,Open,M048,4360-78 BROADWAY,MANHATTAN,NY,10033,1021670029,27100,112,10,MN35,Washington Heights North,TRACY WALSH,PRINCIPAL,917-521-3800,917-521-3805,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M052,M052,Harold O. Levy School,310600010052,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1905,Open,M052,650 ACADEMY STREET,MANHATTAN,NY,10034,1022330020,29100,112,10,MN01,Marble Hill-Inwood,Lupe Leon,PRINCIPAL,212-567-9162,212-942-4952,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M098,M098,P.S. 098 Shorac Kappock,310600010098,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,M098,512 WEST 212 STREET,MANHATTAN,NY,10034,1022290012,30300,112,10,MN01,Marble Hill-Inwood,MARITZA RODRIGUEZ,PRINCIPAL,212-927-7870,212-569-1827,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M103,M103,Dos Puentes Elementary School,310600010103,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2013,Open,M132,185 WADSWORTH AVENUE,MANHATTAN,NY,10033,1021650026,27100,112,10,MN35,Washington Heights North,Victoria Hunt,PRINCIPAL,212-781-1803,212-781-1809,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M115,M115,P.S. 115 Alexander Humboldt,310600010115,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1914,Open,M115,586 WEST 177 STREET,MANHATTAN,NY,10033,1021330040,26100,112,10,MN36,Washington Heights South,Boris Consuegra,PRINCIPAL,212-927-9233,212-795-4051,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M128,M128,P.S. 128 Audubon,310600010128,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1961,Open,M128,560 WEST 169 STREET,MANHATTAN,NY,10032,1021250001,25100,112,10,MN36,Washington Heights South,CARY PANTALEON,I.A. PRINCIPAL,212-927-0607,212-781-8002,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M132,M132,P.S. 132 Juan Pablo Duarte,310600010132,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1905,Open,M132,185 WADSWORTH AVENUE,MANHATTAN,NY,10033,1021650026,27100,112,10,MN35,Washington Heights North,JESSICA TORRES MAHEIA,PRINCIPAL,212-927-7857,212-568-8163,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M143,M143,J.H.S. 143 Eleanor Roosevelt,310600010143,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1965,Open,M143,511 WEST 182ND STREET,MANHATTAN,NY,10033,1021550035,26900,112,10,MN35,Washington Heights North,Lakisha Mcdaniel Luke,PRINCIPAL,212-927-7739,212-781-5539,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M152,M152,P.S. 152 Dyckman Valley,310600010152,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1928,Open,M152,93 NAGLE AVENUE,MANHATTAN,NY,10040,1021730001,28300,112,10,MN35,Washington Heights North,JULIA PIETRI,PRINCIPAL,212-567-5456,212-942-6319,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M153,M153,P.S. 153 Adam Clayton Powell,310600010153,DOE,General Academic,Elementary,"PK,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1975,Open,M153,1750 AMSTERDAM AVENUE,MANHATTAN,NY,10031,1020780019,23300,109,7,MN04,Hamilton Heights,KAREN BAILEY,PRINCIPAL,212-927-8611,212-234-4616,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M173,M173,P.S. 173,310600010173,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1926,Open,M173,306 FORT WASHINGTON AVENUE,MANHATTAN,NY,10033,1021420154,26300,112,10,MN36,Washington Heights South,RACHAEL GARCIA,PRINCIPAL,212-927-7850,212-740-0905,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M178,M178,Professor Juan Bosch Public School,310600010178,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2001,Open,M178,12-18 ELLWOOD STREET,MANHATTAN,NY,10040,1021710036,28300,112,10,MN35,Washington Heights North,DEIRDRE BUDD,PRINCIPAL,212-569-0327,212-569-0389,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M187,M187,P.S./I.S. 187 Hudson Cliffs,310600010187,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1930,Open,M187,349 CABRINI BOULEVARD,MANHATTAN,NY,10040,1021790365,27300,112,10,MN35,Washington Heights North,CYNTHIA CHORY,PRINCIPAL,212-927-8218,212-795-9119,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M189,M189,P.S. 189,310600010189,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1923,Open,M189,2580 AMSTERDAM AVENUE,MANHATTAN,NY,10040,1021590051,27700,112,10,MN35,Washington Heights North,ROSALINA PEREZ,PRINCIPAL,212-927-8303,212-928-7733,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M192,M192,P.S. 192 Jacob H. Schiff,310600010192,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1952,Open,M192,500 WEST 138 STREET,MANHATTAN,NY,10031,1019880200,22301,109,7,MN06,Manhattanville,Hilduara Abreu,PRINCIPAL,212-281-8395,212-862-7129,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M209,M209,Hamilton Grange Middle School,310600010209,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2014,Open,M192,500 WEST 138 STREET,MANHATTAN,NY,10031,1019880200,22301,109,7,MN06,Manhattanville,BENJAMIN LEV,PRINCIPAL,212-281-6184,212-234-4903,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M210,M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,310600010210,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Aug 4 1997,Open,M093,501-503 WEST 152 STREET,MANHATTAN,NY,10031,1020840129,23700,109,7,MN04,Hamilton Heights,EVELYN LINARES,PRINCIPAL,212-283-0012,212-283-0017,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
06M211,M211,Inwood Early College for Health and Information Technologies,310600011211,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,M052,650 ACADEMY STREET,MANHATTAN,NY,10034,1022330020,29100,112,10,MN01,Marble Hill-Inwood,Samona Tait,PRINCIPAL,212-567-1394,212-567-1825,6,6,HS03,,"WALSH, FRED",HS03,,AFSA,"ANORMALIZA, ALEXANDRA",FSC Executive Director,718-935-5618,HS03,H.S. Network 03 Superintendent Office,"WALSH, FRED"
06M223,M223,The Mott Hall School,310600010223,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,M223,71-111 CONVENT AVE,MANHATTAN,NY,10027,1019570001,21703,109,9,MN06,Manhattanville,JUDITH DE LOS SANTOS,PRINCIPAL,212-281-5028,212-491-3451,5,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",M806,"RAMIREZ, MANUEL",MFSC,"CHU, YUET",FSC Executive Director,917-705-5856,,,
