School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1,Data As Of
QUEENS ACADEMY HIGH SCHOOL - Q,Q,25,TOILETS-STUDENT,887333,CIP,Q023,138-11 35 AVENUE,Queens,11354,QUEENS   ,40.765162,-73.8288,7,20,88901,4112106,4049560055,Flushing                                                                   ,"(40.765162, -73.8288)",
QUEENS ACADEMY HIGH SCHOOL - Q,Q,25,WATER PENETRATION/EXT MASONRY/ROOFS,1450000,CIP,Q023,138-11 35 AVENUE,Queens,11354,QUEENS   ,40.765162,-73.8288,7,20,88901,4112106,4049560055,Flushing                                                                   ,"(40.765162, -73.8288)",
P.S. 26 - QUEENS,Q,26,FY15 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,536250,CIP,Q026,195-02 69 AVENUE,Queens,11365,QUEENS   ,40.736922,-73.77799,8,23,1347,4153296,4071170421,Fresh Meadows-Utopia                                                       ,"(40.736922, -73.77799)",
P.S. 354 - QUEENS,Q,28,DEFECTIVE PARAPET WALL/ROOFS/EXT MASONRY,5977000,CIP,Q030,126-10 BEDELL STREET,Queens,11434,QUEENS   ,40.68031,-73.774432,12,28,33402,4270045,4124950065,Springfield Gardens North                                                  ,"(40.68031, -73.774432)",
P.S. 32 - QUEENS,Q,25,FY15 RESO A AUDITORIUM UPGRADE,365696,CIP,Q032,171-11 35 AVENUE,Queens,11358,QUEENS   ,40.764763,-73.794683,7,19,1141,4118954,4052560001,Murray Hill                                                                ,"(40.764763, -73.794683)",
P.S. 33 - QUEENS,Q,29,ROOF REPAIR/PARAPETS/EXTERIOR MASONRY,8860557,CIP,Q033,91-37 222 STREET,Queens,11428,QUEENS   ,40.727134,-73.735077,13,23,560,4230589,4107560001,Queens Village                                                             ,"(40.727134, -73.735077)",
P.S. 42 - QUEENS,Q,27,SANDY:INT/HEATING/FLOOD/CLIMATE/PIPING/HVAC/ELEC,15125767,CIP,Q042,488 BEACH 66 STREET,Queens,11692,QUEENS   ,40.594538,-73.795304,14,31,964,4302817,4160390014,Hammels-Arverne-Edgemere                                                   ,"(40.594538, -73.795304)",
P.S. 43 - QUEENS,Q,27,SANDY- ELEVATOR REPAIR,412810,CIP,Q043,160 BEACH 29TH STREET,Queens,11691,QUEENS   ,40.593834,-73.76174,14,31,99802,4467711,4158200001,Far Rockaway-Bayswater                                                     ,"(40.593834, -73.76174)",
P.S. 43 - QUEENS,Q,27,SANDY-INTERIOR/HEATING/FLOOD/SHINGLE ROOF/CLIMATE,15000000,CIP,Q043,160 BEACH 29TH STREET,Queens,11691,QUEENS   ,40.593834,-73.76174,14,31,99802,4467711,4158200001,Far Rockaway-Bayswater                                                     ,"(40.593834, -73.76174)",
P.S. 45 - QUEENS,Q,27,FY15 RESO A AUDITORIUM UPGRADE,188000,CIP,Q045,126-28 150 STREET,Queens,11436,QUEENS   ,40.672727,-73.788164,12,28,788,4262725,4121040001,Baisley Park                                                               ,"(40.672727, -73.788164)",
P.S. 52 - QUEENS,Q,29,ELECTRICAL LIGHTING FIXTURES,657500,CIP,Q052,178-37 146 TERRACE,Queens,11434,QUEENS   ,40.661122,-73.766733,13,31,320,4285972,4133530020,Springfield Gardens South-Brookville                                       ,"(40.661122, -73.766733)",
P.S. 52 - QUEENS,Q,29,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,923949,CIP,Q052,178-37 146 TERRACE,Queens,11434,QUEENS   ,40.661122,-73.766733,13,31,320,4285972,4133530020,Springfield Gardens South-Brookville                                       ,"(40.661122, -73.766733)",
P.S. 63 - QUEENS,Q,27,FY15 RESO A AUDITORIUM UPGRADE,331000,CIP,Q063,90-15 SUTTER AVENUE,Queens,11417,QUEENS   ,40.67641,-73.846773,10,32,54,4190727,4091550025,Ozone Park                                                                 ,"(40.67641, -73.846773)",
P.S. 63 - QUEENS,Q,27,WATER PENETRATION/EXT MASONRY/PARAPETS/ROOFS,4368000,CIP,Q063,90-15 SUTTER AVENUE,Queens,11417,QUEENS   ,40.67641,-73.846773,10,32,54,4190727,4091550025,Ozone Park                                                                 ,"(40.67641, -73.846773)",
P.S. 64 - QUEENS,Q,27,FY16 RESO A AUDITORIUM,229777,CIP,Q064,82-01 101 AVENUE,Queens,11416,QUEENS   ,40.681172,-73.856918,9,32,42,4188214,4090530014,Woodhaven                                                                  ,"(40.681172, -73.856918)",
J.H.S. 72 - QUEENS,Q,28,FY13 RESO A PLAYGROUND REDEVELOPMENT,2277000,CIP,Q072,133-25 GUY R BREWER BOULEVARD,Queens,11434,QUEENS   ,40.673769,-73.775951,12,28,33402,4270059,4124950270,Springfield Gardens North                                                  ,"(40.673769, -73.775951)",
I.S. 73 - QUEENS,Q,24,LOW VOLT ELECTRICAL SYSTEMS,925000,CIP,Q073,70-02 54 AVENUE,Queens,11378,QUEENS   ,40.729215,-73.893624,5,30,49302,4058611,4025030031,Maspeth                                                                    ,"(40.729215, -73.893624)",
I.S. 74 - QUEENS,Q,26,FY16 RESO A AUDITORIUM UPGRADE,192500,CIP,Q074,61-15 OCEANIA STREET,Queens,11364,QUEENS   ,40.745201,-73.767446,11,23,1367,4163953,4077230001,Oakland Gardens                                                            ,"(40.745201, -73.767446)",
Q075 SPED - QUEENS,Q,24,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,4596000,CIP,Q075,16-66 HANCOCK STREET,Queens,11385,QUEENS   ,40.698476,-73.905556,5,34,553,4085584,4035490044,Ridgewood                                                                  ,"(40.698476, -73.905556)",
P.S. 79 - QUEENS,Q,25,RPZ VALVE,377000,CIP,Q079,147-27 15 DRIVE,Queens,11357,QUEENS   ,40.785909,-73.818058,7,19,1039,4105232,4046470001,Whitestone                                                                 ,"(40.785909, -73.818058)",
P.S. 85 - QUEENS,Q,30,RPZ VALVES/LOW VOLTAGE/ELECTRICAL UPG,1658786,CIP,Q085,23-70 31 STREET,Queens,11105,QUEENS   ,40.772863,-73.914708,1,22,115,4017485,4008420031,Steinway                                                                   ,"(40.772863, -73.914708)",
P.S. 98 - QUEENS,Q,26,WATER PENETRATION,549000,CIP,Q098,40-20 235 STREET,Queens,11363,QUEENS   ,40.769271,-73.749369,11,19,1483,4168629,4080820285,Douglas Manor-Douglaston-Little Neck                                       ,"(40.769271, -73.749369)",
P.S. 101 - QUEENS,Q,28,FY15 RESO A AUDITORIUM UPGRADE,459000,CIP,Q101,2 RUSSELL PLACE,Queens,11375,QUEENS   ,40.715585,-73.843898,6,29,723,4078312,4032700001,Forest Hills                                                               ,"(40.715585, -73.843898)",
P.S. 102 - QUEENS,Q,24,ADA UPGRADE,2777000,CIP,Q102,55-24 VAN HORN STREET,Queens,11373,QUEENS   ,40.733514,-73.877857,4,25,479,4437597,4028790031,Elmhurst-Maspeth                                                           ,"(40.733514, -73.877857)",
P.S. 105 - QUEENS,Q,27,SANDY:HEATING/ELEC/FLOOD/AUD/PIPING/HVAC/INT/PAVED,21198000,CIP,Q105,420 BEACH 51 STREET,Queens,11691,QUEENS   ,40.595779,-73.781876,14,31,97203,4302397,4159740003,Hammels-Arverne-Edgemere                                                   ,"(40.595779, -73.781876)",
P.S. 114 - QUEENS,Q,27,SANDY:INT/HEATING/ELEC/FLOOD/CLIM/PLAYGRND/PIPING,14780000,CIP,Q114,134-01 CRONSTON AVE,Queens,11694,QUEENS   ,40.578261,-73.854403,14,32,928,4305615,4162570001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.578261, -73.854403)",
P.S. 115 - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5544000,CIP,Q115,80-51 261 STREET,Queens,11004,QUEENS   ,40.744099,-73.709845,13,23,157902,4178127,4087170001,Glen Oaks-Floral Park-New Hyde Park                                        ,"(40.744099, -73.709845)",
P.S. 116 - QUEENS,Q,29,EXT MASONRY/ROOFS/CONCRETE ROOF DECK/PARAPETS,8800000,CIP,Q116,107-25 WREN PLACE,Queens,11433,QUEENS   ,40.700606,-73.782302,12,27,414,4218416,4102500001,South Jamaica                                                              ,"(40.700606, -73.782302)",
P.S. 121 - QUEENS,Q,28,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,968100,CIP,Q121,126-10 109 AVENUE,Queens,11420,QUEENS   ,40.68405,-73.815834,10,28,170,4249769,4116070001,South Ozone Park                                                           ,"(40.68405, -73.815834)",
P.S. 123 - QUEENS,Q,27,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1082000,CIP,Q123,145-01 119 AVENUE,Queens,11436,QUEENS   ,40.678296,-73.79562,12,28,18402,4260828,4120190010,Baisley Park                                                               ,"(40.678296, -73.79562)",
I.S. 126 - QUEENS,Q,30,FY16 RESO A PLAYGROUND REDEVELOPMENT,172250,CIP,Q126,31-51 21 STREET,Queens,11106,QUEENS   ,40.766264,-73.930709,1,22,77,4006382,4005530001,Astoria                                                                    ,"(40.766264, -73.930709)",
P.S. 139 - QUEENS,Q,28,WATER PENETRATION/ROOFS,1456000,CIP,Q139,93-06 63 DRIVE,Queens,11374,QUEENS   ,40.72814,-73.863582,6,29,693,4072457,4030950050,Rego Park                                                                  ,"(40.72814, -73.863582)",
Q752 SPED - QUEENS,Q,28,ELECTRICAL LIGHTING FIXTURES,991000,CIP,Q142,142-10 LINDEN BLVD,Queens,11436,QUEENS   ,40.684142,-73.801479,12,28,192,4259200,4119720070,Baisley Park                                                               ,"(40.684142, -73.801479)",
I.S. 145 - QUEENS,Q,30,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,8497000,CIP,Q145,33-34 80 STREET,Queens,11372,QUEENS   ,40.754661,-73.887112,3,25,285,4442764,4012520001,Jackson Heights                                                            ,"(40.754661, -73.887112)",
P.S. 151 - QUEENS,Q,30,WATER INFILTRATION/ROOFS/PARAPETS/EXT MASONRY,5182000,CIP,Q151,50-05 31 AVENUE,Queens,11377,QUEENS   ,40.757499,-73.908898,1,22,163,4014094,4007520001,Astoria                                                                    ,"(40.757499, -73.908898)",
J.H.S. 157 - QUEENS,Q,28,FY16 RESO A ROOM CONVERSIONS / PART,229500,CIP,Q157,63-55 102ND STREET,Queens,11374,QUEENS   ,40.732289,-73.853825,6,29,721,4442846,4021260014,Forest Hills                                                               ,"(40.732289, -73.853825)",
P.S. 160 - QUEENS,Q,28,CHIMNEY/ROOFS/PARAPETS/FLOOD,9370000,CIP,Q160,109-59 INWOOD STREET,Queens,11435,QUEENS   ,40.688103,-73.800415,12,28,196,4258143,4119420302,South Jamaica                                                              ,"(40.688103, -73.800415)",
P.S. 162 - QUEENS,Q,26,PARAPET/FLOOD ELIMINATION/EXT MASONRY/ROOFING,8630000,CIP,Q162,201-02 53 AVENUE,Queens,11364,QUEENS   ,40.749036,-73.777213,11,20,140901,4159363,4074100001,Bayside-Bayside Hills                                                      ,"(40.749036, -73.777213)",
P.S. 169 - QUEENS,Q,25,WATER PENETRATION,590000,CIP,Q169,18-25 212 STREET,Queens,11360,QUEENS   ,40.782298,-73.779099,7,19,99704,4131147,4058650050,Ft. Totten-Bay Terrace-Clearview                                           ,"(40.782298, -73.779099)",
P.S. 174 - QUEENS,Q,28,FY16 RESO A ROOM CONV/FY16 RESO A SCIENCE LAB UPG,351000,CIP,Q174,65-10 DIETERLE CRESCENT,Queens,11374,QUEENS   ,40.720924,-73.86135,6,29,69702,4073904,4031340024,Rego Park                                                                  ,"(40.720924, -73.86135)",
Q177 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,7221000,CIP,Q177,56-37 188 STREET,Queens,11365,QUEENS   ,40.74391,-73.788133,11,20,1417,4128231,4056740002,Auburndale                                                                 ,"(40.74391, -73.788133)",
THE SCHOLARS ACADEMY - QUEENS,Q,27,SANDY:AC/FLOOD/ELEC/HEAT/INTER/NON-SANDY:CLIM CTRL,13563283,CIP,Q180,320 BEACH 104 STREET,Queens,11694,QUEENS   ,40.584109,-73.825711,14,32,938,4303722,4161590012,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.584109, -73.825711)",
P.S. 181 - QUEENS,Q,29,FLOORS & WALLS/ROOFS/PARAPETS/EXT MASONRY/FLOOD,4848000,CIP,Q181,148-15 230 STREET,Queens,11413,QUEENS   ,40.656126,-73.753207,13,31,694,4291453,4137180001,Springfield Gardens South-Brookville                                       ,"(40.656126, -73.753207)",
P.S. 184 - QUEENS,Q,25,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5631800,CIP,Q184,163-15 21 ROAD,Queens,11357,QUEENS   ,40.778095,-73.800163,7,19,1017,4129072,4057560001,Ft. Totten-Bay Terrace-Clearview                                           ,"(40.778095, -73.800163)",
THE FLUSHING INTERNATIONAL HS,Q,25,FY14 RESO A ROOM CONVERSIONS/PART,387500,CIP,Q189,144-80 BARCLAY AVENUE,Queens,11355,QUEENS   ,40.759844,-73.820548,7,20,863,4114763,4050510027,Murray Hill                                                                ,"(40.759844, -73.820548)",
J.H.S. 190 - QUEENS,Q,28,FY15 RESO A ROOM CONVERSIONS/PARITTIONING,304000,CIP,Q190,68-17 AUSTIN STREET,Queens,11375,QUEENS   ,40.722707,-73.851699,6,29,71305,4075214,4031720002,Forest Hills                                                               ,"(40.722707, -73.851699)",
P.S. 191 - QUEENS,Q,26,LIGHTING REPLACEMENT,579750,CIP,Q191,85-15 258 STREET,Queens,11001,QUEENS   ,40.734318,-73.709137,13,23,157903,4180083,4088010014,Glen Oaks-Floral Park-New Hyde Park                                        ,"(40.734318, -73.709137)",
P.S. 193 - QUEENS,Q,25,WATER PENETRATION,737000,CIP,Q193,152-20 11 AVENUE,Queens,11357,QUEENS   ,40.792483,-73.809741,7,19,987,4103056,4045380001,Whitestone                                                                 ,"(40.792483, -73.809741)",
J.H.S. 194 - QUEENS,Q,25,FY16 RESO A LIBRARY UPGRADE,239900,CIP,Q194,154-60 17 AVENUE,Queens,11357,QUEENS   ,40.78365,-73.807838,7,19,1029,4107342,4047290001,Whitestone                                                                 ,"(40.78365, -73.807838)",
J.H.S. 194 - QUEENS,Q,25,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,6795000,CIP,Q194,154-60 17 AVENUE,Queens,11357,QUEENS   ,40.78365,-73.807838,7,19,1029,4107342,4047290001,Whitestone                                                                 ,"(40.78365, -73.807838)",
P.S. 196 - QUEENS,Q,28,FY12 RESO A AUDITORIUM UPGRADE,999786,CIP,Q196,71-25 113 STREET,Queens,11375,QUEENS   ,40.722782,-73.837946,6,29,75702,4052713,4022480100,Forest Hills                                                               ,"(40.722782, -73.837946)",
P.S. 333 - QUEENS,Q,27,NEW A/C CHILLERS,1278870.32,CIP,Q198,3-65 BEACH 56 STREET,Queens,11692,QUEENS   ,40.593967,-73.786182,14,31,97204,4301929,4158940011,Hammels-Arverne-Edgemere                                                   ,"(40.593967, -73.786182)",
P.S. 333 - QUEENS,Q,27,REINFORCING/HEATING PLT/ELEC/FLOOD ELIM/CLIMATE CO,12990000,CIP,Q198,3-65 BEACH 56 STREET,Queens,11692,QUEENS   ,40.593967,-73.786182,14,31,97204,4301929,4158940011,Hammels-Arverne-Edgemere                                                   ,"(40.593967, -73.786182)",
P.S. 205 - QUEENS,Q,26,LIGHTING REPLACEMENT,790797,CIP,Q205,75-25 BELL BLVD,Queens,11364,QUEENS   ,40.737678,-73.756791,11,23,129103,4164007,4077530001,Oakland Gardens                                                            ,"(40.737678, -73.756791)",
P.S. 214 - QUEENS,Q,25,PARAPETS/FLOOD/EXT MASONRY/ROOFS,6786000,CIP,Q214,31-15 140 STREET,Queens,11354,QUEENS   ,40.770387,-73.828617,7,20,88901,4100846,4044130020,Flushing                                                                   ,"(40.770387, -73.828617)",
P.S. 215 - QUEENS,Q,27,FIRE ALARM,1213000,CIP,Q215,535 BRIAR PLACE,Queens,11691,QUEENS   ,40.5993,-73.758206,14,31,99801,4301194,4157720031,Far Rockaway-Bayswater                                                     ,"(40.5993, -73.758206)",
I.S. 217 - QUEENS,Q,28,FY15 RESO A SCIENCE LAB UPGRADE,417473,CIP,Q217,85-05 144 STREET,Queens,11435,QUEENS   ,40.710024,-73.812508,8,24,232,4208124,4097240173,Briarwood-Jamaica Hills                                                    ,"(40.710024, -73.812508)",
P.S. 223 - QUEENS,Q,27,WINDOWS/EXT MASONRY/PARAPETS,4565000,CIP,Q223,125-20 SUTPHIN BLVD,Queens,11434,QUEENS   ,40.674519,-73.789399,12,28,18401,4261713,4120510001,Baisley Park                                                               ,"(40.674519, -73.789399)",
P.S. 317 - QUEENS,Q,27,SANDY: HEAT/FLOOD/ELEC/INTERIOR/NON-SANDY: CLIMATE,6339000,CIP,Q225,1-90 BEACH 110 STREET,Queens,11694,QUEENS   ,40.580928,-73.831836,14,32,938,4303853,4161810001,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.580928, -73.831836)",
I.S. 226 - QUEENS,Q,27,PUBLIC ADDRESS SYSTEM,1054000,CIP,Q226,121-10 ROCKAWAY BOULEVARD,Queens,11420,QUEENS   ,40.675771,-73.816938,10,28,840,4253607,4117140100,South Ozone Park                                                           ,"(40.675771, -73.816938)",
I.S. 226 - QUEENS,Q,27,TCU REMOVAL AND PLAYGROUND REDEVELOPMENT,3960000,CIP,Q226,121-10 ROCKAWAY BOULEVARD,Queens,11420,QUEENS   ,40.675771,-73.816938,10,28,840,4253607,4117140100,South Ozone Park                                                           ,"(40.675771, -73.816938)",
P.S. 242 - QUEENS,Q,25,FLOOD ELIMINATION/ROOFING,983000,CIP,Q242,29-66 137TH STREET,Queens,11354,QUEENS   ,40.771265,-73.831525,7,20,88901,4462993,4043710173,Flushing                                                                   ,"(40.771265, -73.831525)",
P.S. / I.S. 270 - QUEENS,Q,29,DEFECTIVE PARAPETS/EXT MASONRY/ROOFS,5347000,CIP,Q270,233-15 MERRICK BLVD,Queens,11422,QUEENS   ,40.674831,-73.736713,13,31,618,4529511,4129730001,Laurelton                                                                  ,"(40.674831, -73.736713)",
AUGUST MARTIN HS - QUEENS,Q,27,RENEWAL SCHOOL BASED HEALTH CENTER,1682000,CIP,Q400,156-10 BAISLEY BLVD,Queens,11434,QUEENS   ,40.675633,-73.783342,12,28,294,4265978,4122610001,Springfield Gardens North                                                  ,"(40.675633, -73.783342)",
BAYSIDE HIGH SCHOOL - QUEENS,Q,26,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,853000,CIP,Q405,32-24 CORPORAL KENNEDY STREET,Queens,11361,QUEENS   ,40.771755,-73.780296,11,19,1097,4134578,4060440001,Bayside-Bayside Hills                                                      ,"(40.771755, -73.780296)",
BEACH CHANNEL HS - QUEENS,Q,27,SANDY FIRE ALARM/SANDY PA SYSTEM,8947000,CIP,Q410,100-00 BEACH CHANNEL DRIVE,Queens,11694,QUEENS   ,40.586066,-73.822624,14,32,94201,4303773,4161670099,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.586066, -73.822624)",
BEACH CHANNEL HS - QUEENS,Q,27,SANDY:HEATING/ELEC/FLOOD/CLIMATE/PIPING/INT/GENERA,22190800,CIP,Q410,100-00 BEACH CHANNEL DRIVE,Queens,11694,QUEENS   ,40.586066,-73.822624,14,32,94201,4303773,4161670099,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.586066, -73.822624)",
BEACH CHANNEL HS - QUEENS,Q,27,SANDY REPAIRS-ATHLETIC FIELD,2997608.56,CIP,Q411,100-00 BEACH CHANNEL DRIVE,Queens,11694,QUEENS   ,40.586066,-73.822624,14,32,94201,4303773,4161670099,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,"(40.586066, -73.822624)",
BENJAMIN N. CARDOZO HS - QUEEN,Q,26,ATHLETIC FIELDS/TCU REMOVAL & PLAYGROUND REDEVELOP,7897628,CIP,Q415,57-00 223 STREET,Queens,11364,QUEENS   ,40.752333,-73.75599,11,23,138501,4161735,4075290001,Oakland Gardens                                                            ,"(40.752333, -73.75599)",
BENJAMIN N. CARDOZO HS - QUEEN,Q,26,WATER PENETRATION THROUGH FOUNDATION,336289,CIP,Q415,57-00 223 STREET,Queens,11364,QUEENS   ,40.752333,-73.75599,11,23,138501,4161735,4075290001,Oakland Gardens                                                            ,"(40.752333, -73.75599)",
EXCELSIOR PREP HIGH SCHOOL - Q,Q,29,EXT MASONRY/ROOFS/PAVED AREA-CONCRETE,6980000,CIP,Q420,143-10 SPRINGFIELD BLVD,Queens,11413,QUEENS   ,40.668235,-73.756839,12,31,330,4280845,4130570056,Springfield Gardens North                                                  ,"(40.668235, -73.756839)",
PREPARATORY ACADEMY FOR WRITER,Q,29,REPAVING PARKING LOT,8743648,CIP,Q421,143-10 SPRINGFIELD BLVD,Queens,11413,QUEENS   ,40.668235,-73.756839,12,31,330,4280845,4130570056,Springfield Gardens North                                                  ,"(40.668235, -73.756839)",
FRANCIS LEWIS HS - QUEENS,Q,26,WATER PENETRATION,1469000,CIP,Q430,58-20 UTOPIA PKWY,Queens,11365,QUEENS   ,40.740724,-73.79283,11,20,1417,4148763,4068820001,Auburndale                                                                 ,"(40.740724, -73.79283)",
FOREST HILLS H.S.,Q,28,CONCRETE PAVED AREAS,3463000,CIP,Q440,67-01 110 STREET,Queens,11375,QUEENS   ,40.729402,-73.845637,6,29,747,4052143,4021890002,Forest Hills                                                               ,"(40.729402, -73.845637)",
FOREST HILLS HS - QUEENS,Q,28,CONCRETE RETAINING WALL,6484000,CIP,Q441,67-01 110 STREET,Queens,11375,QUEENS   ,40.729402,-73.845637,6,29,747,4052143,4021890002,Forest Hills                                                               ,"(40.729402, -73.845637)",
WILLIAM C. BRYANT HS - QUEENS,Q,30,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,2499000,CIP,Q445,48-10 31 AVENUE,Queens,11103,QUEENS   ,40.75823,-73.910514,1,26,163,4013655,4007380002,Astoria                                                                    ,"(40.75823, -73.910514)",
LONG ISLAND CITY HS - Q,Q,30,FIRE ALARM SYSTEM/BUILDING MGMT SYSTEM,18432800,CIP,Q452,14-30 BROADWAY,Queens,11106,QUEENS   ,40.765826,-73.9328,1,22,45,4467709,4005290002,Astoria                                                                    ,"(40.765826, -73.9328)",
FLUSHING HS - QUEENS,Q,25,FY15 RESO A AUDITORIUM UPGRADE,451000,CIP,Q460,35-01 UNION STREET,Queens,11354,QUEENS   ,40.765166,-73.82789,7,20,1161,4113172,4050020001,Flushing                                                                   ,"(40.765166, -73.82789)",
AVIATION HS - QUEENS,Q,24,FUEL FIRE/ROOFS/PARAPETS/MASONRY/FLOOD/GYM UPG/WIN,17941252,CIP,Q610,45-30 36 STREET,Queens,11101,QUEENS   ,40.743509,-73.929076,2,26,179,4436685,4002260001,Hunters Point-Sunnyside-West Maspeth                                       ,"(40.743509, -73.929076)",
AVIATION HS - QUEENS,Q,24,FY16 RESO A ROOM CONVERSIONS / PART,146000,CIP,Q610,45-30 36 STREET,Queens,11101,QUEENS   ,40.743509,-73.929076,2,26,179,4436685,4002260001,Hunters Point-Sunnyside-West Maspeth                                       ,"(40.743509, -73.929076)",
P.S. 16 - QUEENS,Q,24,FY15 RESO A AUDITORIUM UPGRADE,378700,CIP,Q721,41-15 104 STREET,Queens,11368,QUEENS   ,40.748987,-73.86123,4,21,403,4048820,4019850001,North Corona                                                               ,"(40.748987, -73.86123)",
Q721 SPED - QUEENS,Q,24,FY16 RESO A AUDITORIUM UPGRADE,160113,CIP,Q722,57-12 94TH STREET,Queens,11373,QUEENS   ,40.736003,-73.867478,4,25,683,4462647,4018730050,Elmhurst                                                                   ,"(40.736003, -73.867478)",
P.S. 106 - QUEENS,Q,27,DEMOLITION & PAVED AREA/TCU REMOVAL PLAYGROUND RED,2482000,CIP,Q806,180 BEACH 35 STREET,Queens,11691,QUEENS   ,40.593779,-73.767199,14,31,992,4441244,4158610035,Hammels-Arverne-Edgemere                                                   ,"(40.593779, -73.767199)",
Q811 SPED - QUEENS,Q,26,LL 41/16 COMPLIANCE,747000,CIP,Q811,61-25 MARATHON PKWY,Queens,11362,QUEENS   ,40.756778,-73.729487,11,23,152902,4173060,4083610001,Douglas Manor-Douglaston-Little Neck                                       ,"(40.756778, -73.729487)",
P.S. 65 - QUEENS,Q,27,FY16RESO A LIBRARY UPGRADE,497898,CIP,Q884,103-22 99TH STREET,Queens,11417,QUEENS   ,40.68259,-73.841202,10,32,4002,4438525,4091210011,Ozone Park                                                                 ,"(40.68259, -73.841202)",
P.S. 43 - QUEENS,Q,27,SANDY INTERIOR SPACES/SANDY FLOOD ELIMINATION,3290000,CIP,Q907,12 MARVIN STREET,Queens,11691,QUEENS   ,40.59359,-73.760448,14,31,99802,4531136,4158190148,Far Rockaway-Bayswater                                                     ,"(40.59359, -73.760448)",
P.S. 1 - STATEN ISLAND,R,31,EXTERIOR MASONRY/PARAPETS/ROOFS/WINDOWS,11891000,CIP,R001,58 SUMMIT STREET,Staten Island,10307,STATEN IS,40.509037,-74.244118,3,51,24401,5107854,5078980001,Charleston-Richmond Valley-Tottenville                                     ,"(40.509037, -74.244118)",
I.S. 7 - STATEN ISLAND,R,31,FY16 RESO A ROOM CONVERSIONS / PART,212500,CIP,R007,1270 HUGUENOT AVENUE,Staten Island,10312,STATEN IS,40.523757,-74.185941,3,51,198,5082345,5065440001,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,"(40.523757, -74.185941)",
P.S. 078 - STATEN ISLAND,R,31,FY16 RESO A AUDITORIUM UPGRADE,235200,CIP,R014,100 TOMPKINS AVENUE,Staten Island,10304,STATEN IS,40.622455,-74.078508,1,49,29,5014176,5005450110,Stapleton-Rosebank                                                         ,"(40.622455, -74.078508)",
P.S. 19 - STATEN ISLAND,R,31,PARAPETS/FLOOD/AREAWAY WINDOWS/EXT MASONRY,4814365.81,CIP,R019,780 POST AVENUE,Staten Island,10310,STATEN IS,40.631214,-74.127101,1,49,141,5006175,5002270024,West New Brighton-New Brighton-St. George                                  ,"(40.631214, -74.127101)",
P.S. 29 - STATEN ISLAND,R,31,EXTERIOR MASONRY/ROOFS/PARAPETS,3790030,CIP,R029,1581 VICTORY BLVD,Staten Island,10314,STATEN IS,40.613604,-74.115988,1,50,147,5009028,5003310001,Westerleigh                                                                ,"(40.613604, -74.115988)",
P.S. 30 - STATEN ISLAND,R,31,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,534941,CIP,R030,200 WARDWELL AVE,Staten Island,10314,STATEN IS,40.618439,-74.132645,1,50,201,5113069,5004230009,Westerleigh                                                                ,"(40.618439, -74.132645)",
I.S. 34 - STATEN ISLAND,R,31,FULL PROGRAM ACCESSIBILITY/FIRE ALARM SYSTEM,11177000,CIP,R034,528 ACADEMY AVE,Staten Island,10307,STATEN IS,40.508284,-74.243428,3,51,24401,5088090,5078940001,Charleston-Richmond Valley-Tottenville                                     ,"(40.508284, -74.243428)",
P.S. 35 - STATEN ISLAND,R,31,FY14 RESO A ATHLETIC FIELDS,1280000,CIP,R035,60 FOOTE AVENUE,Staten Island,10301,STATEN IS,40.613721,-74.099626,1,49,47,5015603,5006100127,Grymes Hill-Clifton-Fox Hills                                              ,"(40.613721, -74.099626)",
P.S. 35 - STATEN ISLAND,R,31,HEATING PLANT/CLIMATE CONTROL,3738000,CIP,R035,60 FOOTE AVENUE,Staten Island,10301,STATEN IS,40.613721,-74.099626,1,49,47,5015603,5006100127,Grymes Hill-Clifton-Fox Hills                                              ,"(40.613721, -74.099626)",
